W_PCT,AGE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,FP,DD2,TD3
0.446,23,6.8,14.2,0.48,2,4.6,0.442,2.9,3.1,0.934,0.7,3.2,3.9,5.8,3.1,1.5,0.3,0.5,3.1,2.6,18.6,-0.2,34.1,5,0
0.322,29,1.4,3.4,0.405,0.1,0.4,0.238,0.5,0.6,0.816,0.3,1.8,2.1,0.7,0.6,0.2,0,0.1,1.8,0.7,3.4,-5,7,0,0
0.448,33,6.5,15.8,0.411,1.8,5.4,0.337,3.7,4.6,0.816,0.8,3.7,4.5,3.6,3.1,1.2,0.4,1.2,2.4,3.4,18.5,-3.8,31.1,3,1
0.696,31,1.4,3.9,0.359,0.9,2.4,0.378,0.3,0.4,0.867,0.2,1.7,2,2.2,0.9,0.5,0,0.1,1.3,0.6,4,1,10.3,0,0
0.52,37,5.3,10.8,0.492,1.1,2.7,0.395,3,3.3,0.912,0.5,2.9,3.5,11.4,3.5,0.6,0.1,0.2,1.2,3,14.7,3.8,34.6,41,0
0.6,28,1.2,2.2,0.522,0.9,1.5,0.565,0.3,0.3,1,0.1,0.8,0.9,0.1,0.1,0,0.2,0,0.5,0.2,3.5,-1.3,5.2,0,0
0.375,25,1.8,4.4,0.4,0.4,1.6,0.237,0.8,1.5,0.5,0.5,1,1.6,1.8,1.1,0.7,0,0.3,1,1.3,4.6,-1.5,10.2,0,0
0.415,28,2.2,5.8,0.386,0.1,0.8,0.188,0.9,1.2,0.729,0.4,1.6,2,3.4,1.5,0.9,0.2,0.4,1.7,1.4,5.4,-0.3,14.6,0,0
0.75,26,2.9,6.3,0.466,0,0.1,0.125,1.3,1.9,0.676,2,3.7,5.7,0.7,0.9,0.5,1.3,0.6,2.5,1.5,7.1,3.2,19.6,6,0
0.372,31,6.1,12.8,0.473,0.4,1.3,0.347,1.5,2.2,0.702,1,3.2,4.2,2.8,1.1,0.4,0.5,0.4,1.2,2,14.1,-1.7,25,4,0
0.333,24,2,5.5,0.374,0.3,1,0.273,0.7,1,0.667,0.2,2.2,2.4,1.8,1.6,0.4,0,0.3,1.2,0.9,5,-3.5,10.4,0,0
0.671,27,2,4.2,0.471,0.4,1.3,0.275,0.7,1,0.747,0.8,3.6,4.4,1.4,0.7,1.2,0.5,0.3,2.2,0.8,5.1,1.3,16.9,2,0
0.5,23,5.6,10.3,0.541,0.1,0.3,0.273,1.5,2.1,0.707,1.9,3.4,5.3,1,1.2,1.1,0.3,0.5,2.1,2.1,12.7,2,23.6,2,0
1,38,0.1,0.6,0.167,0,0,0,0,0.2,0,0.6,0.7,1.3,0.3,0.3,0.2,0.5,0.1,0.7,0.6,0.2,-2.7,4,0,0
0.717,26,1.7,3.2,0.529,0,0,0,1.3,2.3,0.543,1.2,2.2,3.4,0.4,0.5,0.5,0.3,0.4,1.5,2.1,4.6,-0.4,11.1,1,0
0.789,35,5.5,11,0.5,0,0.1,0,2.4,3.4,0.716,2.2,6.7,8.9,2.7,1.6,0.7,1.9,0.6,1.6,2.5,13.4,6,34.3,27,1
0.6,24,1.4,3,0.474,0,0,0,0.8,1.2,0.712,1,1.7,2.7,0.3,0.8,0.3,0.6,0.3,1.9,1,3.6,-0.9,9.2,1,0
0.506,25,3.9,9.3,0.416,1.8,4.7,0.373,1,1.3,0.794,0.8,2.2,3,3,1.1,1.1,0,0.3,2.2,1.2,10.6,1.4,21,3,0
0.556,29,3.5,6.8,0.51,0.1,0.3,0.174,1.9,2.5,0.753,1,1.7,2.7,1.4,1.2,1.8,0.6,0.5,2.2,1.9,8.9,0.7,20.3,1,0
0.368,35,1.2,2.5,0.469,0.1,0.1,0.667,0.2,0.4,0.571,0.4,2.2,2.6,0.3,0.3,0.1,0.4,0,1.6,0.4,2.6,-0.8,7.5,0,0
0.769,29,7.1,13.7,0.519,0.3,0.9,0.357,3,3.9,0.769,0.4,2.7,3.1,6.6,2.6,1.2,0,1,1.7,3.1,17.5,3.9,32.1,9,0
0.347,32,3.2,7.1,0.442,0.4,1.2,0.341,1.3,1.8,0.698,0.7,2.8,3.5,3.5,1.4,0.9,0.5,0.3,1.4,1.8,8,-1.2,20.2,3,0
0.293,26,3.3,8.9,0.375,0.9,3.1,0.302,1.6,2.1,0.772,0.7,3.3,4,1,0.9,0.4,0.4,0.4,1.8,1.7,9.2,-4.2,17.2,0,0
0.573,25,4,10.2,0.398,1.1,3.6,0.303,1.8,2.6,0.701,0.8,4.6,5.4,2.2,1.6,1.6,0.4,0.6,2.4,2.1,11,0.1,25.2,3,0
0.231,23,2.1,3.9,0.549,0,0,0,1,1.6,0.673,1.5,2.4,3.9,0.5,0.6,0.4,0.6,0.1,1.8,1.2,5.3,-2.7,13.5,5,0
0.375,26,1.5,4.1,0.364,0.1,0.4,0.333,1.1,1.3,0.9,0.3,0.6,0.9,1.4,0.6,0.1,0.1,0.4,1.5,0.8,4.3,-2.4,7.5,0,0
0.371,31,1.2,3.3,0.368,0.1,0.9,0.152,0.6,0.9,0.667,0.6,2.6,3.2,0.7,0.6,0.4,0.1,0.4,1.3,0.7,3.1,-3.6,8.9,0,0
0.613,23,4.3,8.6,0.503,0.9,2.1,0.404,2.2,2.8,0.764,0.8,1.8,2.6,4.7,1.7,1,0.1,0.9,1.7,2.3,11.7,2.9,23.3,4,0
0.486,25,4.1,8.8,0.465,0,0,0,2.8,3.6,0.779,2.1,3.2,5.2,0.6,1.1,0.5,0.2,0.6,2.3,3.1,11,-1.7,19.3,7,0
0.316,21,6.7,16.4,0.409,0.8,2.6,0.291,3.6,4.7,0.771,0.8,4,4.8,5.6,3.2,1.5,0.5,1.2,2.5,3.5,17.8,-3.5,34.8,6,0
0.439,24,3.8,8.1,0.471,0,0.1,0,2.6,3.3,0.787,1.6,3.9,5.5,0.7,1.6,0.7,1.6,0.8,2.8,2.9,10.2,-0.5,23.3,4,0
0.73,28,3.6,5.5,0.654,0,0,0,2.9,4,0.732,2.8,6.6,9.4,0.4,1.2,0.5,1.1,0.3,3.2,3.5,10.1,4,25.5,18,0
0.615,31,3.4,6.6,0.512,0,0,0,1.2,1.5,0.8,2.2,5.9,8.2,0.5,1.1,0.5,0.2,0.2,3,2.2,8,4.1,19.7,4,0
0.521,34,5.3,12.2,0.437,1.6,4.4,0.361,1.8,2.4,0.74,0.7,3,3.8,2,1.2,0.9,0.3,0.5,2.6,2.2,14,1.7,23.9,2,0
0.432,30,1.9,4.3,0.431,0.9,2.3,0.405,0.4,0.5,0.882,0.9,2,2.9,1.1,0.8,0.6,0.6,0.2,2.1,0.5,5.1,0.7,12.9,0,0
0.776,25,1.2,2.7,0.421,0.3,1.2,0.269,0.6,0.7,0.842,0.1,0.7,0.8,0.6,0.3,0.3,0.1,0.2,0.7,0.5,3.2,0.1,5.9,0,0
0.226,23,2.6,6.4,0.403,0.8,2,0.397,0.7,0.9,0.792,0.4,1.3,1.7,1.2,0.9,0.5,0,0.3,1.4,0.7,6.6,-3.3,11.1,0,0
0.215,23,3.4,8.6,0.397,1.3,3.7,0.356,0.8,1.2,0.696,0.6,2.4,3,1.9,1.2,0.7,0.7,0.2,2.1,0.9,9,-2.8,18.5,0,0
0.585,24,5.4,11.9,0.449,1.9,4.6,0.407,3.2,3.8,0.844,0.6,2.6,3.1,2,1.7,1.2,0.1,0.8,2.4,3.2,15.9,1.9,25,1,0
0.377,28,3,6.7,0.448,0.3,0.8,0.32,1.7,2,0.836,0.2,1,1.2,3.2,1.4,0.9,0.1,0.7,1.9,1.8,7.9,-2.8,15.5,0,0
0.571,29,3.5,7.9,0.443,0.7,2,0.348,1,1.3,0.78,0.3,1.8,2.1,1,0.9,0.5,0.2,0.4,1.9,1.2,8.7,-0.8,13.7,0,0
0.263,21,0.7,1.8,0.371,0.3,0.8,0.333,0.3,0.4,0.75,0.1,0.6,0.6,1.4,0.4,0.3,0,0.2,0.8,0.6,1.9,1.3,5.4,0,0
0.569,24,6,13.2,0.45,1.6,4.4,0.35,1.8,2.2,0.807,1,4.6,5.7,1.7,1.4,0.7,1.3,0.5,2.8,1.7,15.3,2.4,29.1,6,0
0.5,20,1.7,4.2,0.406,0.1,0.4,0.118,0.9,1.4,0.635,0.2,0.7,1,0.5,0.3,0.3,0.1,0.2,1.3,1.1,4.3,-1.2,7,0,0
0.2,30,3.6,7.4,0.486,0,0,0,3,3.2,0.938,1.4,4,5.4,0.8,1.4,0,1.6,0.6,2.6,3.4,10.2,-5.4,21.3,0,0
0.27,23,2.3,5.5,0.418,0,0.2,0.231,1,1.4,0.681,1.3,2.7,3.9,0.4,0.8,0.4,0.5,0.3,1.8,1.1,5.6,-3.5,13,3,0
0.583,26,2.1,5.2,0.408,0.1,0.4,0.3,0.7,0.7,0.941,0.2,0.6,0.8,2.1,1.2,0.8,0.1,0.1,1.3,0.9,5,-1.8,10.8,0,0
0.573,29,8,15.8,0.503,0.1,0.6,0.186,4,5.3,0.758,4.3,7.8,12.2,2.2,2,0.8,0.3,1.5,2.3,4.4,20.1,3.5,39.4,53,0
0.544,27,1.4,2.9,0.461,0,0,0,1.7,2.3,0.754,1.5,2.7,4.2,0.7,0.9,0.4,0.3,0.6,2.3,2.1,4.4,-1.7,11.8,4,0
0.708,36,2.3,4.4,0.508,0,0,0,0.5,0.6,0.783,1.5,2.5,4,0.4,0.7,0.3,0.8,0.2,2.6,0.6,5,2.9,13,3,0
