W_PCT,AGE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3
0.633,29,1.5,3.5,0.43,0,0,0,0.6,1.4,0.427,1.6,2.1,3.7,0.2,0.8,0.5,0.7,0.5,2.1,1.2,3.6,-0.6,11.1,1,0
0.531,25,5,12.2,0.407,1.3,3.6,0.362,3.7,4.6,0.812,0.5,2,2.4,3.5,1.1,0.8,0.3,0.6,1.4,3.6,14.9,3.6,25.2,0,0
0.465,25,3.1,6.1,0.51,0,0.1,0.25,1.5,2.4,0.641,1.8,3.5,5.3,0.7,0.9,0.9,0.5,0.5,2.2,2,7.7,1.1,18.5,3,0
0.515,32,6.6,13.5,0.491,0,0,0,2.3,3,0.773,1.8,4.6,6.5,2.1,2.3,0.5,0.4,1,3.2,3.2,15.5,1,26.9,11,0
0.425,23,1.8,4.3,0.41,1.1,2.5,0.43,0.4,0.5,0.85,0.4,2,2.4,0.4,0.7,0.3,0.1,0.1,1.2,0.5,5.1,-3.6,8.9,0,0
0.286,24,1.1,3.1,0.354,0.2,1,0.238,0.4,0.6,0.75,1,1.6,2.5,0.3,0.2,0.3,0.1,0.4,0.8,0.5,2.9,-2.2,7.4,1,0
0.453,31,4.6,10.4,0.44,0.9,2.9,0.322,2,2.2,0.891,0.4,2.3,2.7,4.8,1.8,1.1,0.3,0.3,2.6,2,12.1,-1.3,24.6,5,0
0.333,32,0.8,2.2,0.369,0.2,0.7,0.35,0,0,0,0.4,1.2,1.6,1.2,0.9,0.2,0,0,1.4,0.2,1.8,-1.8,5.2,0,0
0.778,27,5.8,14,0.412,1.5,4,0.367,2.4,3.1,0.77,1.4,5.1,6.5,2.9,1.8,1,0.7,0.8,1.5,2.5,15.3,7,30.8,10,0
0.158,22,1.2,3.1,0.39,0.1,0.5,0.2,0.7,0.9,0.824,0.5,0.9,1.4,1.6,0.9,0.4,0.2,0.2,1.2,0.8,3.3,-1.2,8.4,0,0
0.667,23,0,1,0,0,0,0,0.3,0.7,0.5,0.3,0.7,1,0.3,0,0.3,0.3,0.7,0,1.3,0.3,-1.3,4,0,0
0.192,22,2.3,5.8,0.4,0.5,1.4,0.333,1.6,2.3,0.695,0.4,2.3,2.7,1.2,1,0.5,0.2,0.5,1.1,1.7,6.7,-2.6,12.8,1,0
0.824,34,4.4,8.4,0.526,1.5,3.7,0.413,2.6,3,0.871,0.5,2.9,3.4,4.4,1.9,0.7,0.4,0.4,1.6,2.6,12.9,6.6,25,0,0
0.321,23,4.9,11.4,0.428,0.8,2.7,0.313,2,2.6,0.764,1.3,2.3,3.6,2.3,2.1,0.9,0.3,0.6,2.1,2.1,12.6,-5.6,21.9,1,0
0.615,27,5.5,11.4,0.482,0,0.2,0.083,3.6,4.9,0.748,1.8,7.1,8.9,3.1,1.9,1,1.9,0.6,3.1,4.9,14.6,4.2,36.6,24,0
0.5,28,6.5,11.7,0.555,0,0,0,2.5,3.8,0.649,2.8,7.2,10,0.9,1.4,0.7,1.5,0.9,2.2,3.6,15.4,1.4,34.1,31,0
0.318,26,4.3,10.4,0.417,1.6,4.3,0.377,1.5,2,0.783,0.3,2.3,2.6,1.5,1,0.7,0.1,0.3,1.7,1.7,11.8,-3.7,18.6,0,0
0.475,38,2.2,4.9,0.446,0,0.1,0.4,0.5,1.1,0.453,2.7,6.3,9,1.8,1,0.8,1.4,0.2,2.1,1.2,4.9,0.6,24.3,7,0
0.471,22,0.9,3.2,0.296,0.1,1,0.118,0.4,0.5,0.75,0.3,0.6,0.9,0.2,0.2,0.1,0.1,0.2,0.7,0.5,2.4,-1.7,4.2,0,0
0.373,25,6.9,15.7,0.438,2.1,6.1,0.345,2.8,3.2,0.865,1.6,2,3.7,1.9,1.6,1.4,0.2,0.6,2.2,2.2,18.7,-3.4,29.2,1,0
0.703,26,3.5,7.8,0.448,1.6,4.1,0.388,1.3,1.6,0.792,0.3,2.4,2.7,3.5,2.2,1.5,0.2,0.3,2.6,1.8,9.8,6.1,21.1,0,0
0.492,22,2.8,6.9,0.399,0.7,2,0.347,1.2,1.7,0.717,1.1,3.3,4.4,1,1.1,0.7,0.7,0.4,2.8,1.8,7.4,-1.2,17.1,1,0
0.474,31,1.4,3.8,0.364,0,0.3,0,0.4,0.6,0.739,0.4,1.3,1.7,1.2,0.7,0.6,0.2,0.5,0.9,0.7,3.2,-0.2,8.8,0,0
0.633,24,3.7,8.1,0.453,0,0.1,0,1.4,1.8,0.771,2.2,4,6.2,0.8,1.2,0.4,0.5,0.5,2.5,1.8,8.8,-1.2,18.7,7,0
0.362,25,2.4,5.8,0.423,0.8,2.3,0.339,1.2,1.5,0.792,0.9,2.7,3.6,0.9,1,0.7,0.4,0.4,1.8,1.4,6.9,-1.7,14.5,0,0
0.614,26,3.6,8.2,0.432,1,2.6,0.389,2,2.6,0.788,1.3,3.8,5.2,1.2,0.7,0.8,0.3,0.7,1.5,1.8,10.2,1.2,21,2,0
0.635,32,2.8,6.1,0.452,0.7,2.2,0.333,1.5,2,0.742,1.5,3.9,5.5,2,1.2,0.6,0.8,0.5,2.4,1.4,7.8,0.3,20.1,4,0
0.754,32,2.4,5.4,0.44,1.6,3.8,0.42,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.2,0.3,0.1,1,0.7,6.6,5.6,13.4,1,0
0.075,31,1,3,0.331,0.2,0.8,0.186,0.6,0.7,0.789,0.2,0.9,1.1,0.7,0.5,0.3,0.1,0.3,1,0.8,2.7,-2.9,5.9,0,0
0.5,33,1.9,4.7,0.402,0.7,1.9,0.378,0.4,0.5,0.769,0.3,0.7,1,0.4,0.4,0.6,0,0.2,1.5,0.4,4.9,1,8,0,0
0.353,33,3.1,8.2,0.374,1.4,4.2,0.319,0.2,0.3,0.6,1.3,3.5,4.8,1.8,1.5,0.5,0.3,0.2,2.6,1.2,7.6,-7.4,17,0,0
0.625,32,2.9,7.3,0.394,0.9,3,0.296,1.1,1.8,0.617,1.1,2.3,3.4,2.2,1.1,1.1,0.4,0.4,2.1,1.5,7.7,0.7,18.5,0,0
0.404,23,4.7,10.6,0.445,0.8,2.1,0.376,1.3,2,0.642,0.8,3.6,4.4,1,1.7,0.4,0.4,0.7,1.8,1.4,11.5,-1.6,18.9,4,0
0.49,32,2.8,7.1,0.4,0.8,2.6,0.318,1.7,2.2,0.793,0.3,1.2,1.5,0.6,0.7,0.3,0,0.3,0.6,1.7,8.2,-2.4,11,0,0
0.548,30,2.5,6.4,0.385,1.5,4.3,0.335,0.5,0.7,0.645,0.4,2.7,3.1,0.6,0.8,0.5,0.2,0.2,1.9,1,6.9,0.9,12.9,0,0
0.423,25,1,2.3,0.424,0,0,0,0.2,0.5,0.5,0.5,1.7,2.2,0.2,0.3,0.2,0.8,0.3,1.2,0.4,2.2,-2.9,7.6,0,0
0.615,34,0.9,3.2,0.282,0.7,2.2,0.318,0.2,0.2,0.75,0.1,1.4,1.5,2.1,0.5,0.5,0.1,0,1.2,0.5,2.6,-0.9,8.9,0,0
0.613,24,4.8,11,0.433,1,2.6,0.377,2.2,2.5,0.861,0.4,2.2,2.5,6.5,2,2.2,0.2,0.6,2.1,2.1,12.7,4.2,30.6,8,0
0.527,31,4.3,9.2,0.474,1.5,3.8,0.399,2.1,2.6,0.811,0.5,3.2,3.7,2.1,1.1,0.5,0.1,0.3,1.6,2.2,12.3,3.1,20.9,0,0
0.909,37,1.8,4.5,0.408,0.5,0.9,0.6,0.6,0.7,0.875,0.2,0.7,0.9,2.6,1.3,0.4,0.2,0.5,1.8,0.6,4.8,5.8,10.2,0,0
0.744,32,2.3,5.4,0.435,1.4,3,0.453,0.1,0.1,0.4,0.6,2.7,3.3,1.1,0.8,0.4,0.2,0.2,1.5,0.4,6.1,3.8,12.4,1,0
0.143,36,1.3,2.9,0.45,0,0,0,0.9,1,0.857,1,2.1,3.1,0.7,1,0.4,0.4,0.3,3.4,1.6,3.4,-2.3,9.8,0,0
0.558,29,5,11.8,0.426,1.8,4.6,0.389,1.4,1.5,0.9,0.4,1.5,1.9,3.1,1.7,1,0.1,0.6,2,1.4,13.2,-0.8,21.8,0,0
0.5,26,7.8,17.9,0.433,1.1,3.5,0.308,3.8,4.7,0.796,0.3,3.1,3.4,6,3.1,1.5,0.3,0.6,2.3,4.3,20.4,-0.5,35.7,5,0
1,27,1.5,4.3,0.353,0.3,0.8,0.333,0.3,0.8,0.333,0.3,1.8,2,0.5,0.3,1.8,0,0,1.5,1,3.5,8.5,11.7,0,0
0.4,24,1.4,4.8,0.292,0.8,2.2,0.364,0,0,0,0,1,1,1.4,1,0.4,0.2,0.2,1.6,0.4,3.6,-0.6,7.7,0,0
0.392,28,4,9.5,0.424,1.3,3.5,0.365,1.8,2.2,0.832,0.3,1.7,2,4.5,1.5,1.2,0,0.4,2.3,2,11.2,0.7,22.4,2,0
0.698,34,1.3,2.7,0.467,0,0,0,0.2,0.4,0.565,0.9,1.8,2.7,0.2,0.4,0.3,0.6,0.3,1.6,0.4,2.7,1.2,8.6,0,0
0.59,29,5.4,10.1,0.537,0,0.1,0,2.9,4.3,0.673,1.6,5.8,7.5,2.1,2.5,1.1,1,0.8,2.4,4.3,13.7,2.6,29.4,8,0
0.698,31,1.9,3.2,0.597,0,0,0,0.7,1,0.71,1.9,2.5,4.3,1.3,1,0.5,0.4,0.3,2.4,1.3,4.5,4.2,13.6,1,0
0.355,27,5.1,12.6,0.403,1.7,4.5,0.365,2.3,2.7,0.852,0.5,1.6,2.1,0.9,1.3,0.7,0.3,0.6,2.3,1.9,14.2,-3,19.7,0,0
0.458,23,4.9,10.9,0.451,1.8,4.6,0.391,2.3,2.7,0.836,1.4,3.2,4.6,1.4,1.5,1,1,0.6,1.8,2.9,13.9,-1,25.9,2,0
0.404,26,5.4,9.7,0.564,0,0,0,3,4,0.743,3.9,3.5,7.4,0.7,1.9,0.6,0.7,1.5,2.1,3.4,13.9,-1,25.7,16,0
0.51,21,2.6,5.7,0.45,0.1,0.2,0.375,0.4,0.7,0.529,1.7,3.1,4.8,0.6,0.6,0.4,0.7,0.2,2.2,0.5,5.5,0.5,14.8,2,0
0.386,23,1.5,4.1,0.372,0.3,1,0.289,0.5,0.6,0.714,0.4,0.9,1.3,1.4,1,0.4,0.1,0.3,1.3,0.6,3.8,-3.3,7.9,0,0
0.708,23,2.7,6.9,0.393,0.3,1.2,0.276,1,1.3,0.776,0.3,1.1,1.4,2,1.6,0.7,0,0.6,1.9,1.2,6.8,-0.8,12,0,0
0.621,24,4.5,11.2,0.408,1.5,4.2,0.364,2,2.6,0.773,0.5,2.7,3.2,2.6,1.9,1.1,0.3,0.5,2.1,2.1,12.6,0.5,22.7,0,0
0.758,25,1.2,2.4,0.506,0,0,0,0.7,1.6,0.456,1.9,3.4,5.3,0.5,1,0.5,1,0.4,1.8,1.4,3.1,1.9,13.6,0,0
0.323,24,2.6,6.3,0.403,0.8,2.6,0.315,1.1,1.7,0.685,1,2.5,3.5,1,1,0.6,0.3,0.5,1.8,1.5,7.1,-4.6,14.5,0,0
0.516,23,3.5,8,0.44,0,0,0,0.6,0.9,0.702,1.8,2.7,4.5,0.8,0.8,0.4,0.6,0.3,1.8,1.1,7.7,-0.7,16.4,1,0
0.875,23,3.9,8.1,0.485,1.5,3.5,0.429,0.9,0.9,1,0.3,1.5,1.8,2.4,1.6,0.6,0.1,0.3,0.9,1.2,10.3,2.4,16.5,1,0
0.631,31,7.1,14.1,0.501,0.1,0.4,0.259,3.1,4,0.782,2.8,7.6,10.4,3.6,2.2,0.6,1.4,0.9,2,3.6,17.4,2.4,38.9,42,1
0.636,22,4.3,9.7,0.44,1.4,3.5,0.385,2.2,2.8,0.802,0.8,4.8,5.6,2.4,1.8,1.6,0.6,0.8,2.9,2.5,12.1,3.7,27.3,2,0
0.531,27,6.7,13.5,0.495,0.1,0.5,0.226,3.2,4,0.792,2.8,6,8.8,2.3,1.8,1.8,0.8,1,3.5,3.3,16.6,3,36.9,21,0
0.623,34,6.5,14.6,0.443,1.6,4.5,0.366,4.8,5.6,0.852,0.6,4.6,5.2,4.5,2.8,1.1,0.4,0.8,2.4,4.4,19.4,3.1,34.2,6,0
0.521,32,1.5,4.1,0.376,0.9,2.5,0.347,0.5,0.6,0.833,0.3,2.3,2.6,0.8,0.6,0.6,0.1,0.1,1.5,0.6,4.5,-1.5,10.3,0,0
0.625,24,1.7,3.7,0.452,0.3,1.1,0.301,0.5,0.8,0.623,0.9,1.1,2,0.4,0.5,0.4,0.1,0.3,1.4,0.7,4.2,0.6,8.3,0,0
0.559,35,2.4,5.1,0.466,1,2.6,0.391,0.6,0.7,0.84,0.2,1.3,1.4,1.1,0.6,0.4,0.1,0.1,2.3,1.3,6.4,-0.4,10.5,0,0
0.585,26,4.8,10.8,0.448,0.2,0.8,0.238,2,3.4,0.597,1.2,3.7,4.8,11.7,3.6,1.8,0.1,0.8,1.9,3.5,11.9,3.7,37.2,21,6
0.469,26,3.8,8.8,0.428,0.7,1.5,0.443,3,3.9,0.782,0.5,2.8,3.3,5.5,2.2,0.7,0,0.6,1.6,3.3,11.3,-0.6,23.6,5,0
0.615,28,3.9,9.9,0.398,2,5.1,0.386,1.1,1.3,0.859,0.4,1.7,2.1,2.2,1.1,0.7,0.4,0.5,2,1.2,11,0.9,19,1,0
0.214,32,3,7.9,0.385,0.6,2.4,0.239,1.1,1.3,0.838,1.2,2.7,3.9,1,1.1,0.8,0.4,0.5,1.8,1.6,7.8,-5.6,16.3,0,0
0.294,33,1.2,3.9,0.308,0.6,2.3,0.273,0.2,0.4,0.583,0.2,1.8,1.9,0.6,0.4,0.2,0.1,0.1,1.1,0.3,3.2,-2.8,7,1,0
0.5,36,4.9,10.7,0.458,2.3,5.1,0.453,2.1,2.3,0.915,0.3,2.8,3.1,2.4,1.5,1.1,0.2,0.4,1.8,1.9,14.2,2.1,23.7,0,0
0.467,28,4.4,10.7,0.407,1,3.4,0.305,1.7,2.1,0.806,0.5,2,2.5,6.5,2.8,1.3,0.2,0.4,2,2,11.4,2.4,25.7,6,0
0.643,32,0.6,1.3,0.472,0,0,0,0.6,1.3,0.507,1.8,3.1,4.8,0.3,0.8,0.6,0.1,0.3,2.1,1.6,1.9,-2.5,9.3,1,0
0.756,22,1.1,3.5,0.321,0.3,1.4,0.21,0.6,0.6,0.862,0.3,0.9,1.2,1.6,0.8,0.6,0,0.2,0.7,0.6,3.1,-0.1,7.8,0,0
0.091,25,3.2,7.7,0.416,1,3.2,0.308,0.9,1.2,0.725,0.8,2,2.8,1.8,1,0.6,0.1,0.3,1,1.3,8.3,-7.9,15.5,0,0
0.5,27,1.1,2.3,0.5,0.1,0.6,0.222,0.6,0.8,0.727,0.4,1.4,1.9,0.4,0.4,0.3,0.2,0,1,0.5,3,0,6.8,0,0
0.75,34,5,11.1,0.452,0.6,1.6,0.37,1,1.3,0.784,0.7,1.6,2.4,3,1.8,0.4,0,0.5,2,1.5,11.6,4.2,18.6,1,0
0.524,32,3.2,7.7,0.416,1.8,4.3,0.42,0.9,1.3,0.694,0.4,3.1,3.5,1.4,0.8,0.6,0.3,0.3,1.9,1.4,9.2,-0.4,17.3,0,0
0.512,21,3.4,9.5,0.357,0.8,2.3,0.34,3.1,3.8,0.803,0.5,3.7,4.2,8.2,3.2,2.2,0.2,0.8,2.4,3.8,10.6,1.2,32,12,0
0.5,24,1.9,4.2,0.461,0,0,0,1.6,2.2,0.714,1.4,1.9,3.3,0.3,0.7,0.3,0.9,0.3,2,1.6,5.4,-1,12.8,0,0
0.418,26,4.7,10.9,0.429,0.6,1.9,0.317,4.9,5.8,0.834,0.7,1.9,2.6,3.8,1.9,0.8,0.2,0.9,2.3,4.1,14.8,-0.6,24.6,0,0
0.547,24,3.5,8.4,0.422,0.7,2.5,0.288,1.1,1.3,0.841,0.4,2.5,2.8,2.9,1.3,1.1,0.5,0.4,1.8,1.5,8.9,0.7,20.1,0,0
0.173,31,2,5,0.399,1.1,3,0.383,0.4,0.5,0.778,0.1,1.2,1.3,0.9,0.6,0.3,0.1,0.1,0.6,0.3,5.5,-0.1,8.9,0,0
0.758,27,2.9,6.7,0.427,0.3,1,0.275,0.8,1.5,0.56,1.1,2.4,3.5,2.1,0.9,1.1,0.3,0.4,1,1.2,6.9,3,17.5,1,0
0.389,29,1.4,3.6,0.377,0.4,1.2,0.295,0.6,0.7,0.8,0.5,1.1,1.6,1.9,1.3,0.9,0.1,0.3,2,1,3.6,-1.2,10.1,0,0
0.353,29,1.1,1.9,0.576,0,0.1,0,0.8,1.3,0.591,1.2,2.9,4.1,0.6,0.8,0.8,1,0.3,2.3,1.3,3,-0.1,13.5,0,0
0.631,25,5.1,10.3,0.497,0,0,0,2.6,3.7,0.711,3.3,5.5,8.8,1.7,2,0.5,2,0.8,3,3.5,12.8,3.3,31.3,21,0
0.706,30,0.8,2.1,0.356,0.5,1.6,0.34,0,0.2,0.125,0,0.7,0.7,0.3,0.3,0.4,0,0,1.1,0.4,2.1,0.2,4.3,0,0
0.484,27,3.2,7.3,0.44,1.3,3.9,0.328,1,1.4,0.698,0.3,1.8,2.1,2.4,1.3,1,0.1,0.2,1.2,1.6,8.6,2,16.8,0,0
0.631,25,7.5,16.4,0.455,0.8,2.7,0.312,3.2,4,0.791,2,4.4,6.4,2.3,2.5,1.5,0.8,1,2.1,2.9,19,1.5,34.5,8,0
0.712,23,8.8,19.2,0.457,0.9,3,0.316,5.2,6.3,0.823,1.5,3.1,4.6,5.5,3.6,1.7,0.3,1.2,2.2,4.5,23.6,5.6,39.7,7,0
0.59,24,5.4,12.4,0.439,2.7,6.9,0.393,2.5,2.8,0.877,3.7,4,7.7,0.9,0.9,0.8,0.4,0.6,2.4,2.3,16.1,4.5,29.5,14,0
0.625,29,1,3,0.326,0.1,0.9,0.138,0.3,0.3,0.727,0.4,1.5,1.9,0.4,0.5,0.5,0,0,1.1,0.3,2.3,-2,6.2,0,0
0.513,27,1.2,2.2,0.548,0,0,0,1,1.9,0.52,0.9,1.2,2.1,0.2,0.9,0.1,0.4,0.4,2,1.7,3.4,-0.2,7,0,0
1,25,0.8,1,0.8,0,0,0,0,0,0,0.2,0.2,0.4,0,0.2,0,0,0,0.2,0.2,1.6,0.6,1.9,0,0
0.571,27,1.3,3.6,0.354,0.1,0.5,0.294,0.5,0.7,0.731,0.6,1.2,1.8,0.4,0.5,0.5,0.2,0.5,0.7,0.5,3.3,-2,7.5,0,0
0.278,23,1.9,4.3,0.455,0,0,0,1.5,2.2,0.701,1.2,2.2,3.3,0.4,1,0.4,0.4,0.5,2.1,1.9,5.4,-1.9,11.1,1,0
0.523,32,3.1,6.1,0.506,0,0,0,1.4,1.7,0.796,2.4,4.6,7,0.5,1.3,0.6,1.7,0.5,2.5,1.4,7.5,0.8,22.3,10,0
0.644,28,1.1,2.8,0.391,0.4,1.3,0.293,0.1,0.2,0.375,0.1,1.5,1.6,0.4,0.4,0.4,0.3,0.1,1.2,0.2,2.7,-0.3,7.1,0,0
0.273,25,1.3,2,0.636,0,0,0,1.1,1.2,0.923,1.2,1.1,2.3,0.5,0.9,0.4,0.7,0,1.6,1,3.6,2.4,9.4,0,0
0.517,27,2.4,5.7,0.412,0.6,1.8,0.314,0.9,1.1,0.791,0.3,1.2,1.5,2.3,1.1,0.7,0.2,0.4,2,1.2,6.1,-2.5,12.9,0,0
0.286,25,1.4,2.6,0.527,0,0,0,0.8,1.5,0.512,0.7,1.9,2.6,0.3,0.6,0.4,0.2,0.3,2.1,1.3,3.5,-2.9,8.1,0,0
0.712,22,4,7.4,0.535,0,0,0.333,1.2,1.8,0.661,2.9,4.6,7.5,0.4,1.2,0.5,3.7,0.6,2.7,1.5,9.1,3.1,30.1,12,1
0.692,33,1.7,4.5,0.387,1,2.8,0.339,0.4,0.6,0.622,0.9,1.5,2.4,1.3,0.6,1,0.5,0.2,1.6,1,4.8,2,13.5,0,0
0.492,26,4.3,10.1,0.42,1.2,3.2,0.362,1.4,1.7,0.808,0.6,2,2.7,1.2,1.1,0.7,0.3,0.5,1.1,1.1,11,-1.3,17.9,0,0
0.448,26,2.2,4.7,0.469,0,0.1,0.667,1.1,1.4,0.785,0.7,1.4,2.1,2.1,1.1,0.5,0.3,0.2,1.4,1.2,5.5,-1.7,12.5,0,0
0.54,34,4.6,10.3,0.446,0.3,1.1,0.294,1.2,1.5,0.796,2.3,5.1,7.4,2.1,1.6,1.1,0.6,0.7,1.4,1.2,10.6,-1.3,26,12,0
0.28,26,1.7,5.9,0.286,0.8,3.5,0.241,0.3,0.4,0.727,0.8,1.9,2.7,0.6,0.5,0.4,0.4,0.3,1.8,0.6,4.5,-2.8,10.7,0,0
0.345,28,1.7,3.5,0.478,0,0,0,1.3,1.8,0.731,2.4,3.6,6,0.6,1.1,0.8,0.7,0.4,2.6,2,4.6,-4.1,16.1,3,0
0.313,22,1.4,3.4,0.4,0.2,0.7,0.286,0.7,0.9,0.712,0.2,1.3,1.4,2,0.8,0.4,0,0.3,0.8,0.8,3.6,-0.4,9,0,0
0.357,24,0.9,2.6,0.361,0,0,0,0.5,0.6,0.875,1.1,2.3,3.4,0.2,0.4,0.1,0.6,0.3,0.8,0.4,2.4,0.2,8.7,1,0
0.524,27,1.1,2.9,0.393,0,0,0,0.9,1.1,0.826,1.5,1.2,2.8,0.4,0.9,0.4,0.5,0.3,2,1.3,3.2,-5.2,9.1,0,0
0.595,24,4.2,8.6,0.489,0.1,0.3,0.25,1.1,1.5,0.727,2.1,5.2,7.3,2.6,1.5,0.4,1.3,0.6,2.7,1.2,9.6,1.8,26,8,0
0.5,24,5.6,11.4,0.49,2.1,4.7,0.455,1.5,1.8,0.809,0.6,2.8,3.4,5.3,2.5,1.5,0.3,0.3,2.4,1.6,14.7,3,29.7,3,0
0.596,34,3.4,9,0.374,1,3.6,0.288,2,2.4,0.825,0.5,3,3.5,2.5,2.2,1.1,0.3,0.4,2.1,2.1,9.8,0.7,19.8,0,0
0.66,32,1.9,5.1,0.377,1,3,0.335,0.4,0.5,0.778,0.2,1.4,1.6,3.3,1.4,0.7,0,0.2,1.4,1,5.2,-0.1,13,0,0
0.516,38,4.8,9,0.532,0.9,2.3,0.39,2,2.3,0.894,0.4,2.6,3,10.7,3.7,0.6,0.1,0.2,0.9,2.4,12.5,2.9,30.6,28,0
0.574,29,3,6.2,0.478,2.5,5.2,0.472,0.4,0.5,0.846,0.2,1.8,1.9,0.2,0.4,0.3,0.2,0.1,1.1,0.4,8.8,3.3,12.5,0,0
0.298,26,1.8,4.8,0.376,0.5,1.4,0.341,1,1.7,0.615,0.5,1.4,1.9,2.2,0.9,1,0,0.3,1,1.4,5.1,-2.2,12.8,0,0
0.571,29,1.4,3.1,0.442,0.1,0.6,0.25,0.8,1,0.786,0.2,1.1,1.3,3.2,1.6,0.6,0.1,0,1.6,1,3.6,1.9,10.7,0,0
0.762,27,3.2,6.4,0.495,0,0,0,1.3,2.1,0.622,2.1,3.1,5.3,0.7,1,0.4,1.3,0.6,2.1,1.7,7.7,4.7,19.3,4,0
0.397,32,5.3,12.7,0.421,0.6,1.7,0.356,1.4,1.8,0.774,1.1,3.3,4.5,2.4,1.2,0.4,0.5,0.4,1.2,1.6,12.7,-3.8,23.3,2,0
0.682,24,1.3,3.8,0.349,0.4,1.8,0.205,0.6,1,0.667,0.8,1.5,2.3,1.2,1.1,0.4,0.1,0.3,1.5,1,3.6,-2.6,8.6,0,0
0.267,25,2.8,6.6,0.429,0.5,1.5,0.348,0.9,1.5,0.587,0.4,3,3.4,2.2,1.4,0.7,0.2,0.1,1.2,1.1,7.1,-4,15.7,1,0
0.738,28,1.6,3.7,0.432,0.7,1.7,0.437,0.9,1,0.884,0.5,2.5,3,1.1,1,0.9,0.4,0.3,1.9,0.8,4.8,3.2,13.1,0,0
0.524,24,5.5,10.9,0.507,0,0.1,0.25,1.8,2.3,0.771,2.2,3,5.2,1.2,0.9,1,0.7,0.8,2,2.2,12.8,4.3,24.9,1,0
0.746,27,3.6,5.8,0.618,0,0,0,2.1,3.1,0.691,1.6,3.6,5.2,1.1,1.5,0.4,0.8,0.6,2.3,2.6,9.3,3.4,19.2,2,0
0.776,36,6.2,12.6,0.492,0,0.1,0,3,4.3,0.695,1.9,7.1,9,2.3,1.7,0.7,1.5,0.9,1.7,3.4,15.4,5.3,34.4,22,0
0.591,25,2.3,4.3,0.526,0,0,0,0.9,1.3,0.684,1.2,2.9,4.1,0.5,1.2,0.3,1,0.3,2,1.1,5.4,-1.4,13.7,0,0
0.5,19,1.9,4,0.467,0.1,0.5,0.261,1,1.3,0.815,0.7,1.7,2.4,0.5,0.7,0.3,0.2,0.5,1.1,0.9,5,0.1,9.3,1,0
0.526,26,2.5,7.6,0.324,0.7,3.1,0.231,0.6,0.7,0.846,0.4,1.5,1.9,2,1.5,0.8,0,0.4,1.4,0.6,6.2,-0.3,12.4,0,0
0.621,30,3.6,7.7,0.469,0.1,0.4,0.308,2.4,3,0.8,1.7,2.3,4,1.4,1.6,1.8,0.6,0.8,2.4,2.2,9.8,2.8,22.1,0,0
0.63,36,0.7,1.9,0.373,0,0,0,0.1,0.1,1,0.3,2.2,2.5,0.6,0.1,0.1,0.2,0.1,1,0.3,1.6,1.5,6.4,0,0
0.783,30,7.1,14.8,0.48,0.2,1,0.23,3.8,4.7,0.799,0.4,2.5,2.9,7.7,2.6,1,0.1,0.9,1.3,3.7,18.3,7,33.8,12,0
0.596,33,1.9,4.4,0.437,0.3,0.6,0.455,1.1,1.6,0.675,0.4,2.5,3,2.1,1,0.3,0.3,0.2,0.7,1.2,5.3,1.7,12.7,0,0
0.5,22,0.5,1.4,0.357,0,0,0,0.4,0.9,0.444,0.6,0.3,0.9,0.5,0.2,0.2,0.2,0.1,0.4,0.7,1.4,-2.3,4.2,0,0
0.385,27,1.5,4.5,0.343,0.4,1.5,0.267,0.8,1.2,0.674,0.5,1.1,1.6,0.4,0.5,0.5,0.5,0.3,0.9,0.8,4.3,-1.3,9.3,0,0
0.293,27,4.1,9.8,0.417,0.7,2.1,0.333,1.9,2.5,0.775,1,4.2,5.2,3.3,1.9,1.7,0.6,0.6,1.8,2.2,10.8,-4.2,27.1,0,0
0.24,24,3.6,6.8,0.531,0,0,0.5,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1.2,1,0.9,0.2,2.8,1.8,8.4,-2.7,21.7,4,0
0.182,27,0.7,1.3,0.571,0,0,0,0.5,0.5,1,0.3,0.8,1.1,0.4,0.5,0.1,0,0,0.9,0.4,1.9,-0.4,3.6,0,0
0.667,22,1,2.5,0.393,0.2,0.5,0.308,0.2,0.3,0.714,0.2,0.8,1,0.1,0.3,0.1,0.1,0.2,0.4,0.2,2.4,-2.4,4.3,0,0
0.3,21,3.2,7.4,0.439,0,0,0,1.8,3.2,0.552,3.1,3.4,6.5,0.5,1.4,0.5,1,1.2,2.2,2.4,8.2,-5.2,19.8,9,0
0.576,32,1.3,2.9,0.45,0.5,1.1,0.418,0.1,0.2,0.667,0.7,2.6,3.2,0.9,0.4,0.3,0.3,0.1,1.7,0.3,3.2,0.2,9.5,0,0
0.59,24,6.1,12.6,0.488,1.2,3.3,0.365,2.9,3.5,0.824,0.9,2.8,3.7,6.6,2.4,1.3,0.1,1.1,1.5,3.3,16.4,2.3,32.6,11,0
0.636,26,2.9,7.3,0.405,0,0,0,3.4,4.2,0.813,1.7,2.7,4.4,0.5,1,0.8,0.1,0.7,2.4,3.3,9.3,-0.4,17.1,2,0
