W_PCT,AGE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3
0,32,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,-4,2.1,0,0
0.447,28,4.2,9.3,0.446,0,0,0,2.2,2.7,0.824,2.1,5.1,7.1,1.1,1.4,0.2,1.6,0.6,2.8,3.2,10.6,-0.8,25,18,0
0.368,28,7.5,16.4,0.455,1.2,3.2,0.359,5,5.8,0.858,1.4,4.4,5.9,3.7,2.7,1,0.6,0.9,2.3,3.9,21.1,-1.6,35.9,2,0
0.463,23,3.1,5.2,0.604,0,0,0,2.1,3.3,0.623,3.2,6.2,9.5,1.3,1.4,0.8,2.3,0.5,2.1,2.8,8.4,0.1,29.6,25,0
0.583,24,0.7,2.1,0.32,0.2,0.9,0.182,1,1.1,0.923,0.1,0.4,0.5,0.7,1,0.3,0,0.1,1.1,0.6,2.5,1.8,3.9,0,0
0.597,26,9.4,22,0.426,1.3,4.3,0.299,8.1,9.8,0.835,1.9,5.4,7.3,8.6,4.4,2.1,0.2,1.3,2.7,6.6,28.1,3.7,52.3,31,11
0.541,27,4.8,12,0.399,2,5.9,0.34,2.1,2.5,0.854,1.8,3.1,4.8,0.9,1,0.5,0.3,0.5,1.9,2.2,13.7,-0.3,22.4,3,0
0.283,30,1.2,1.8,0.646,0,0,0,0.7,1.2,0.574,0.8,1.5,2.2,0.3,0.5,0.1,0.4,0.2,1.4,1.2,3,-1.2,7.2,0,0
0.212,24,2,5.9,0.337,0.9,2.6,0.336,1.5,1.8,0.832,0.3,2.6,2.8,1.8,0.7,0.6,0.5,0.2,2.3,1.1,6.4,-2.8,14.8,0,0
0.156,35,1.8,4.1,0.438,0,0,0,0.4,0.6,0.7,1.7,3.6,5.3,0.9,1.2,0.4,1.3,0.2,2.2,0.9,4,-5.5,15.6,1,0
0.5,25,1.8,5,0.35,1,3.3,0.308,1,1,1,0.3,1.3,1.5,1,0.5,0.8,0,0.3,0.8,0.8,5.5,4.3,10.6,0,0
0.25,30,2.9,7.8,0.368,1.1,3.8,0.3,1.5,2.1,0.706,0.1,1.8,1.9,2.8,1.1,0.6,0,0.6,1.8,2.3,8.4,-4,15.6,0,0
0.547,25,5.8,12.3,0.476,1.2,3.2,0.376,1.4,1.7,0.836,2.1,5.7,7.8,0.9,1.5,0.5,2.4,0.4,3,1.8,14.3,2.5,32.1,17,0
0.364,21,1.6,4.1,0.403,0.5,1.6,0.296,0.9,1.2,0.763,0.7,1.3,2,1.4,0.7,0.7,0,0.3,1.4,1,4.6,0.5,10.6,0,0
1,24,0,1.5,0,0,0.5,0,0,0,0,0,1,1,0.5,0,0,0,0,1,0,0,-2,2,0,0
0.158,22,5.1,10.4,0.489,0.5,1.3,0.392,2.7,3.8,0.717,1.7,2.4,4.1,1.2,0.9,0.5,0.2,0.9,1.3,3.2,13.5,-4.2,21.1,1,0
0.471,23,1.7,4.5,0.382,0.8,2.3,0.364,0.9,1.1,0.786,0.3,1.9,2.2,2.5,1.6,0.8,0.1,0.2,1.5,1.5,5.1,-0.6,12.6,0,0
0.211,22,2.5,5.7,0.433,0.5,1.5,0.302,0.8,1,0.782,0.4,1.9,2.3,3,1.1,1.2,0.1,0.4,2,1.2,6.2,-5.2,16.4,1,0
0.6,29,1.4,3.8,0.368,0.6,1.4,0.429,0.6,0.8,0.75,0,0.2,0.2,0.6,0.8,0.8,0,0,1.6,0.8,4,-3.2,6.7,0,0
0.821,29,2.5,5.1,0.5,0,0,0,0.8,1.2,0.714,0.6,1.8,2.3,3.3,1.3,0.6,0.3,0.2,1.4,1.2,5.9,0.7,15.1,1,0
0.524,31,0.4,1.7,0.257,0,0.2,0,0.3,0.6,0.5,0.8,1,1.8,0.2,0.1,0.2,0.1,0.1,0.8,0.6,1.1,-1.1,4.6,0,0
0.632,37,2.1,4.7,0.446,0.2,0.8,0.261,0.5,0.6,0.765,1.1,2.4,3.5,0.9,0.6,0.5,0.5,0.4,1,0.5,4.8,0.9,12.7,0,0
0.413,29,1.9,4.8,0.403,1,2.8,0.36,0.6,0.6,0.875,0.6,2.1,2.6,0.7,0.5,0.4,0.3,0.2,2.1,0.6,5.4,-1.6,11.3,1,0
0.45,24,1,2.1,0.452,0.1,0.3,0.167,0.9,1.2,0.783,0.5,1,1.5,0.3,0.3,0.3,0.1,0.4,0.9,0.8,2.9,0.8,5.8,0,0
0.673,25,2.1,5.3,0.401,0.7,2.3,0.315,0.5,0.6,0.806,0.1,1.3,1.4,2.8,0.9,0.5,0,0.3,0.6,0.7,5.4,0.8,12.2,1,0
0.333,22,0.3,0.7,0.5,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0.3,0,0,0,0.7,0.3,2.6,0,0
0.463,24,3.1,7.7,0.396,0.8,2.5,0.327,1.9,2.4,0.824,0.9,3,3.8,2.2,1.4,0.8,0.2,0.7,2.2,2,8.9,-2.2,18.5,1,0
0.353,22,1.5,5,0.302,0.4,1.9,0.185,0.9,1,0.912,0.1,1.3,1.4,3.1,1,0.6,0.2,0.2,1.6,1.1,4.3,-2.1,11.8,1,0
0.712,27,2.2,5.7,0.393,0.8,2.4,0.313,0.6,0.9,0.647,0.4,3.1,3.5,1.2,0.8,0.3,0.7,0.4,2.4,1,5.8,-1.3,14.2,0,0
0.838,27,8.2,16.8,0.487,3.6,8.1,0.443,3.9,4.2,0.914,0.7,3.6,4.3,7.7,3.1,2,0.2,0.5,2,3.7,23.8,11.5,44.1,23,0
0.63,35,1.5,4,0.373,1,2.7,0.352,0.4,0.5,0.707,0.2,1.5,1.7,3.6,1.3,0.5,0.1,0.1,1.5,1,4.3,1.3,12.1,0,0
0.343,32,0.6,1.6,0.393,0.5,1.4,0.396,0,0.1,0,0.1,0.6,0.6,0.3,0.1,0,0.1,0.1,0.7,0.1,1.8,-1.5,3.1,0,0
0.529,21,3.1,5.7,0.544,0,0,0,1.5,2.9,0.502,2.8,4.6,7.5,0.9,1.4,0.5,1.2,0.4,3.2,2.7,7.7,0.7,22,10,0
0.425,21,2.8,5.4,0.528,0.1,0.5,0.238,0.4,0.5,0.737,1,1.1,2.1,0.6,0.7,0.5,0.2,0.2,1.3,0.6,6.1,-2.4,11,0,0
0.613,30,4.1,8.2,0.502,0,0,0,2.1,3,0.717,2.6,3.8,6.4,1.1,1.2,0.6,1.2,0.9,2.6,2.6,10.3,0.6,23.8,8,0
0.397,23,2.5,4.3,0.575,0,0,0,1,1.9,0.551,2.3,3.6,5.8,0.7,0.8,0.3,0.4,0.5,2.5,1.5,6,-1.3,15.3,5,0
0.466,35,3.1,6.9,0.44,0.5,1.2,0.463,0.8,1.1,0.754,0.9,2.7,3.6,1.6,0.6,0.5,0.3,0.2,0.9,1,7.5,-2.3,16,0,0
0.727,23,4.8,9.1,0.528,0.4,1.1,0.351,1.7,2.8,0.606,2.4,4.3,6.7,1.1,1.1,0.5,1.8,0.9,2.4,2,11.7,2.4,27.2,8,0
0.598,24,3.8,9.2,0.41,1.8,4.8,0.372,0.5,0.7,0.786,0.4,2.4,2.8,1,0.8,0.6,0.3,0.4,1.7,0.6,9.8,0.5,16.7,0,0
0.827,31,2,4.8,0.418,0.5,1.5,0.321,0.9,1.1,0.776,1,3.3,4.3,1.4,0.7,1,0.4,0.3,1.3,0.9,5.3,3.3,16.2,1,0
0.329,27,5.9,12.7,0.466,0.5,1.5,0.33,1.7,2.6,0.655,1.7,3.7,5.4,2.3,1.5,1.6,0.3,0.9,2.3,2,14.1,-2.8,28.3,3,0
0.481,24,2.3,4.8,0.485,0,0,0,1,2,0.528,1.8,3.9,5.6,0.6,1.1,0.6,0.4,0.5,1.9,1.6,5.7,0.2,15.2,4,0
0.654,30,3.3,5.8,0.558,0,0,0,1.7,2.3,0.75,1.8,3.1,4.8,1.5,1.2,0.7,0.7,0.5,2,2.1,8.2,4.4,19.3,1,0
0.688,39,5.4,10.6,0.512,0,0.1,0.286,3,4,0.74,2.2,6.9,9.1,3,1.7,0.8,2,0.9,2.1,3.1,13.9,4,36,33,1
0.273,24,1.9,5.5,0.344,0.5,1.5,0.294,0.9,1.9,0.476,0.5,2,2.5,5.5,2.3,0.7,0,0.2,2.4,2,5.2,-0.5,16.3,1,0
0.229,23,4,10.2,0.389,1.7,5.1,0.342,1.8,2.2,0.801,0.2,2.1,2.2,1.8,1.2,0.3,0.2,0.6,1.7,2,11.5,-5,17.2,0,0
0.605,28,3.9,7,0.555,0,0.1,0.333,1.9,2.7,0.718,2.5,4.8,7.3,0.7,1.4,0.4,1.2,0.7,2.8,2.4,9.7,3.2,22.8,18,0
0.294,22,6.5,14,0.466,1.3,3.5,0.364,2.8,3.6,0.788,1.1,5.3,6.3,1.8,1.7,1,0.5,1,2,2.8,17.1,-4.3,30.4,11,0
0.583,29,1.6,4.3,0.373,0.4,1.5,0.278,0.7,1.1,0.615,0.2,1.7,1.8,2,0.8,0.9,0.3,0.1,1.7,0.8,4.3,0.6,12.4,0,0
0.73,33,3.6,7.2,0.495,0.2,0.5,0.345,1.3,2,0.627,1.6,2.8,4.4,1.4,1.4,2,0.5,0.8,2.6,1.5,8.6,3.9,22.1,2,0
0.706,33,5.9,12.2,0.486,0.6,1.3,0.427,1.9,2.4,0.783,0.2,1.7,1.9,4.9,2.1,0.6,0,0.7,1.6,2.2,14.4,2.9,23.9,1,0
0.597,23,2.2,5.2,0.429,1,2.7,0.371,0.6,0.8,0.8,0.4,2,2.4,0.9,0.7,0.4,0.2,0.3,1.2,0.6,6,0.7,11.4,1,0
0.133,22,5.8,14.5,0.403,1.2,4.7,0.261,4,6,0.667,0.7,2.1,2.9,5.2,3.8,1.6,0.3,1.2,2.4,4.1,16.9,-7.8,30,2,0
0.6,25,0.4,1,0.4,0,0,0,0.4,0.4,1,0.2,0,0.2,0.2,0.8,0.2,0,0,0.4,0.2,1.2,0,1.5,0,0
0.137,24,1.6,4.1,0.402,0.2,0.6,0.367,0.4,0.5,0.769,0.6,1.5,2.1,0.8,0.7,0.3,0.2,0.1,1.1,0.5,3.9,-1.6,8.4,0,0
0.683,29,4.5,11.1,0.402,2.4,6.8,0.35,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.7,1.9,0.2,0.4,2.3,1.5,12.8,2.8,27.8,3,0
0.468,27,2.9,5.9,0.487,0.4,1.1,0.345,1.1,1.9,0.581,1.8,3.3,5,1.1,1.1,0.5,0.5,0.3,1.8,1.5,7.2,0.4,16.9,3,0
0.461,22,4.9,13.2,0.368,1.6,5.1,0.318,1.4,1.9,0.752,0.4,2.3,2.7,4.3,1.6,0.9,0.2,0.7,1.6,1.5,12.8,-0.6,24,3,0
0.646,24,3.3,6,0.547,0,0,0,1.9,3,0.641,3.3,4.7,8,0.5,1,0.4,0.7,0.6,2.3,2.8,8.5,2.7,21.2,14,0
0.319,23,1.3,3.5,0.37,0.9,2.5,0.364,0.2,0.3,0.846,0.2,0.5,0.7,0.5,0.4,0.1,0,0.2,0.9,0.4,3.7,-1.8,5.3,0,0
0.387,27,5.4,12.3,0.436,0.9,2.7,0.341,3.5,4.8,0.73,0.6,2.6,3.1,9.6,2.5,1.2,0.1,0.8,1.7,3.8,15.2,-0.4,35,28,0
0.333,20,1.6,4.4,0.361,0.4,1.3,0.279,0.2,0.2,0.714,0.2,0.8,1.1,2.2,1.3,0.5,0.2,0.2,1.1,0.6,3.7,-1.8,9.1,0,0
0.608,29,1.2,2.2,0.521,0,0.1,0.143,1.3,1.9,0.698,1.4,2.1,3.6,0.3,0.3,0.4,0.2,0.2,1.9,1.8,3.6,2.6,9.9,2,0
0.469,23,2.2,5.2,0.419,0.6,1.5,0.375,1,1.5,0.681,0.4,2.1,2.5,1.3,0.9,1,0.3,0.3,1.3,1.2,5.9,-2,13.9,1,0
0.488,25,4.1,7.5,0.549,0,0,0,1.9,2.3,0.823,1.8,3.9,5.7,1.4,0.9,0.2,0.6,0.7,2.5,2.2,10.2,-1.5,20.7,3,0
0.544,25,6.6,14.7,0.447,0.9,2.9,0.304,2.6,3.7,0.694,1,4.2,5.3,6.6,3.1,1.3,0.5,1.4,2.5,3,16.6,2.1,34.9,18,1
1,28,0.5,0.5,1,0,0,0,1,1,1,0,0,0,0.5,0,0,0,0,0,0.5,2,0.5,2.8,0,0
0.627,32,3.9,5.9,0.666,0,0,0,2.5,3.4,0.72,3.9,7.6,11.5,1.1,1.4,0.6,1.2,0.4,2.3,3.3,10.3,3.1,29.7,31,0
0.5,35,1.7,3.9,0.448,0,0.2,0.2,0.7,1,0.703,1.1,3,4.2,0.7,0.7,0.3,0.2,0.4,1.8,1.2,4.2,-2.5,11.3,3,0
0,22,4.5,15,0.3,1,5,0.2,1,2.5,0.4,1,3.5,4.5,4,3,1.5,0,1,2,1.5,11,-19,23.9,0,0
0.6,26,0.9,2,0.45,0.6,1.1,0.545,0,0,0,0.3,1.7,2,0.1,0.4,0.1,0.1,0.2,1.2,0.5,2.4,2.1,5.2,0,0
0.306,23,6.6,15.1,0.436,1.2,3.4,0.339,3.6,4.4,0.819,0.7,3.5,4.2,4.1,2.8,1.7,0.3,1.3,2.6,3.6,17.9,-4.2,32.1,3,0
0.682,38,2,6.2,0.333,1,3.5,0.297,0.7,0.9,0.789,0.4,1.6,2,1.2,0.7,0.7,0.2,0.2,1.5,1.1,5.8,0.5,12,0,0
0.277,27,3.9,9.5,0.412,1.4,3.7,0.37,0.8,1,0.813,0.5,2.8,3.2,1.6,0.8,0.5,0,0.5,1.2,1.2,10,-1.9,17.1,1,0
0.263,27,3.8,9.1,0.414,1.2,3.4,0.351,1.2,1.5,0.804,0.9,3.3,4.2,1.6,1.1,0.8,0.6,0.2,2.1,1.2,9.9,-4.1,20.4,3,0
0.683,28,5.6,12.5,0.448,2.9,7.4,0.389,1.8,2.4,0.752,0.6,3.1,3.7,2.3,1.4,1.3,0.2,0.4,2.2,2.7,15.9,4.5,26.8,0,0
0.517,24,2.6,6.1,0.425,0.4,1.5,0.271,1.3,1.6,0.787,0.4,2.3,2.8,1.4,1.1,0.8,0.3,0.6,1.2,1.2,6.8,-0.5,14.7,2,0
0.571,32,1.4,4.4,0.323,0,1.3,0,0.3,0.6,0.5,0.3,0.6,0.9,2.6,1.1,0.1,0.1,0.3,1.3,0.7,3.1,-7.1,7.7,0,0
0.75,24,0.6,2.4,0.263,0.3,1.1,0.222,0.4,0.8,0.5,0.1,0.5,0.6,1,0.5,0.8,0.1,0.3,1.3,0.5,1.9,-0.9,6.3,0,0
0.288,33,2.3,5.9,0.386,0.8,2.3,0.347,0.5,0.7,0.824,0.3,1.3,1.5,1.3,0.9,0.5,0.1,0.2,1.6,0.8,5.9,-1.6,10.5,0,0
0.359,28,5.4,12.5,0.429,1.8,5.2,0.342,1.4,1.8,0.775,1.2,4.9,6.1,1.7,1.4,0.7,0.4,0.6,3,1.6,13.9,-2.8,25.7,8,0
0.111,24,0.3,1.4,0.231,0,0,0,1.6,2.7,0.583,0.2,0.2,0.4,0.3,0.3,0.3,0,0,0.7,1.8,2.2,1.6,3.9,0,0
0.195,20,3.7,8.8,0.422,0.7,2.2,0.341,1.9,2.3,0.842,0.4,2.4,2.8,3.6,2.5,0.7,0.1,0.5,2.1,1.8,10.1,-7,18.8,4,0
0.718,33,6.4,13.1,0.487,0.1,0.3,0.35,3.2,4.2,0.765,3.2,7.4,10.5,2.2,2.2,1,0.2,1.2,2.5,4.1,16.1,4.9,33.3,38,0
0.466,31,3.3,7.2,0.454,0,0,0,1.7,2.2,0.788,2.7,4.2,6.8,2.4,1.8,1.1,0.3,0.5,2.3,2.2,8.3,3.6,22.5,15,0
0.375,26,0.7,1.9,0.367,0.2,0.9,0.214,0.2,0.3,0.6,0.3,0.2,0.5,0.3,0.3,0.1,0,0.1,0.4,0.5,1.8,-0.9,2.9,0,0
0.522,31,2.7,6.8,0.401,1,2.7,0.357,0.7,0.9,0.766,0.3,1.2,1.5,2.6,1.2,0.4,0.1,0.5,1.9,1.1,7.1,-0.2,13.3,0,0
0.41,20,3.5,7.4,0.473,0.5,1.8,0.296,1.7,2.5,0.668,2,4.5,6.5,1.6,0.8,0.8,0.7,0.4,2,1.9,9.2,-1,23,12,0
0.714,21,0.2,0.9,0.263,0.1,0.5,0.3,0.2,0.6,0.417,0.2,0.5,0.7,0.1,0.2,0.3,0,0,0.5,0.4,0.9,-0.3,2.5,0,0
0.346,25,1,2.8,0.366,0.2,0.6,0.281,0.3,0.5,0.654,0.4,1.8,2.1,0.6,0.7,0.3,0.2,0.2,1.5,0.6,2.5,-2.3,6.8,0,0
0.585,30,6.5,12.8,0.505,1.1,3.1,0.344,1.3,1.6,0.798,1.8,5.5,7.3,3.2,1.3,0.8,1.5,0.4,2,1.4,15.2,2.8,34.4,17,0
0.702,31,5.2,10.7,0.485,0,0,0,1.5,2.4,0.649,1.2,5.2,6.4,1.5,0.7,0.6,0.9,0.8,2.5,1.7,12,1,25.7,7,0
0.537,25,3.6,8.8,0.416,1.5,4.3,0.361,1.4,1.9,0.737,1.2,4.9,6.1,1.7,1.5,0.9,0.6,0.4,2.1,1.7,10.2,0.7,23.2,8,0
0.615,33,1.6,4.5,0.356,0.9,2.8,0.324,0.8,1.2,0.733,0.1,2,2.1,1.1,0.2,0.3,0.1,0.2,1.9,0.8,5,2.3,10.1,0,0
0.3,23,1,2.4,0.417,0,0,0,0.9,1.4,0.643,1.4,2.4,3.8,0.5,0.6,0.4,0.5,0.3,1.5,1.2,2.9,0.1,10.3,1,0
0.419,24,4.4,10.8,0.41,1,2.5,0.405,3.4,4.5,0.752,0.5,3,3.5,2,1.6,0.6,0.1,0.9,2.3,3.5,13.3,-0.4,21,0,0
0.295,23,3.4,8,0.423,0,0.1,0.143,2.2,3.1,0.728,2.3,5.3,7.6,1.2,1.9,0.5,0.8,0.8,2.9,2.3,9,-3.7,22,19,0
0.25,28,1.1,3.4,0.333,0,0,0,0.5,1.5,0.333,2.4,1.1,3.5,0.3,0,0.1,0.6,0.8,1.5,1,2.8,-0.3,9.6,1,0
0.339,28,2.5,5.3,0.476,0,0,0,0.9,1.1,0.839,1.3,3.3,4.6,0.5,0.9,0.3,0.6,0.2,2.3,1.2,6,-1.1,14.1,4,0
0.531,24,3.8,8.4,0.459,1.4,3.5,0.393,1.2,1.4,0.867,0.3,2.3,2.7,1.2,0.8,0.8,0.2,0.2,2.4,1,10.3,0.5,17.4,0,0
0.37,29,1.8,3.5,0.518,0.2,0.8,0.283,0.6,0.9,0.667,0.8,2.5,3.4,1,0.8,0.9,0.2,0.3,2.3,0.7,4.5,-2.7,12.3,0,0
0.577,33,2.4,4.3,0.566,0,0,0,1,1.3,0.746,1.3,3,4.3,0.5,0.9,0.3,0.8,0.6,1.8,1.4,5.8,0.2,14.2,2,0
0.57,29,3.2,5.4,0.585,0.1,0.5,0.233,0.9,1.5,0.57,2.3,4.1,6.4,1.7,1.2,0.7,1.1,0.3,2.7,1.5,7.3,1.7,21.5,8,0
0.774,33,1,2.3,0.427,0,0,0,0.6,0.9,0.64,0.7,2,2.7,0.7,0.4,0.3,0.2,0.1,1.3,1.2,2.6,0.4,7.8,0,0
0.531,22,6.8,13.1,0.521,0,0.1,0.333,2.6,7.2,0.355,4.9,9.9,14.8,0.8,1.9,1.5,1.4,0.9,3,5,16.2,1.6,41.9,66,0
0.908,32,2.7,5.7,0.478,0.8,2.4,0.351,0.8,1.3,0.614,0.8,3.2,4,3.4,1.2,1.1,0.3,0.2,1.6,1.4,7,7,20,1,0
0.513,40,1.5,2.7,0.557,0.1,0.2,0.25,0.6,0.8,0.75,0.3,1,1.3,2.2,0.9,0.4,0,0.3,1.2,0.7,3.7,0.8,8.9,0,0
0.686,24,1.9,3.9,0.496,0.5,1.5,0.311,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.5,0.8,0.6,0.3,1.9,0.6,4.8,3.7,13.7,0,0
0.239,30,2.8,6.1,0.455,0.1,0.3,0.188,1,1.2,0.825,0.6,1.5,2.1,0.4,0.6,0.1,0.2,0.3,1.3,1.1,6.6,-4.2,10,0,0
0.886,31,2.5,4,0.627,0,0,1,0.3,0.7,0.48,1.7,5.3,7,2.3,1.2,0.5,1.6,0.1,3.2,1.1,5.4,5.7,22.4,5,0
0.625,27,1.1,2.5,0.45,0.1,1.1,0.111,0.4,0.5,0.75,0.1,0.1,0.3,0.5,0.9,0.8,0.3,0,0.5,0.4,2.8,1.3,5.9,0,0
0.393,26,2.6,5.5,0.471,0.7,2,0.36,0.9,1.2,0.785,0.6,3,3.6,0.4,0.7,0.2,0.4,0.1,1.2,1.1,6.9,0.6,12.8,0,0
0.358,21,7.3,16,0.459,0.7,2.3,0.3,5.3,7,0.761,1.3,2.3,3.6,2,2.2,1,0.6,1.1,2,4.9,20.7,-0.8,30.4,1,0
0.632,23,0.4,1.4,0.296,0.2,0.7,0.214,0.5,0.5,0.9,0.3,0.9,1.2,0,0.2,0.3,0,0.1,0.4,0.3,1.5,-1.6,3.5,0,0
0.138,23,1.3,4.3,0.31,0.7,2.4,0.286,0.6,0.7,0.85,0.3,2.1,2.4,0.7,0.5,0.5,0.2,0.3,1.2,0.6,4,-1.2,9.3,0,0
0.393,23,9.2,18.6,0.493,0.6,1.8,0.324,5.3,7,0.758,2.1,8.1,10.3,1.9,2,1.3,2,0.9,2.4,5.9,24.3,-3.3,47.5,36,0
0.676,30,2,4.9,0.408,1.2,3,0.387,0.4,0.6,0.744,0.1,0.8,0.9,0.4,0.3,0.3,0.1,0.1,0.9,0.4,5.6,1.6,8.2,0,0
0.5,31,1.8,4.6,0.386,1.4,3.8,0.36,0.4,0.7,0.617,0.5,2.6,3.2,0.7,0.4,0.4,0.2,0.2,1.2,0.8,5.3,0.1,11.6,0,0
0.246,21,3.1,7.4,0.417,0.4,1.7,0.232,2.3,3.4,0.674,0.5,2,2.5,2.1,1.8,0.5,0.2,0.8,1.5,2.8,8.9,-3.7,15.3,1,0
0.531,29,2.4,4.7,0.505,0,0,0,1.6,2,0.764,1.7,3,4.7,0.6,0.8,0.3,0.6,0.3,1.9,1.9,6.3,-0.7,14.9,1,0
0.38,30,5,11.3,0.443,1.3,3.4,0.382,1.5,1.8,0.84,0.3,3.4,3.7,2,1.2,0.4,0.1,0.7,2,1.7,12.8,-2.1,20.7,1,0
0.627,23,3.4,7.7,0.438,0.9,2.8,0.335,1.2,1.7,0.681,0.3,1.6,1.9,1.5,0.9,0.7,0.1,0.5,2,1.4,8.9,-2.4,15,0,0
0.592,25,6,13.4,0.447,1.9,5.4,0.361,1.3,1.6,0.78,0.6,2.3,2.9,2.1,1.4,1.5,0.3,0.6,2.2,1.3,15.2,2.8,25.7,0,0
0.429,23,1.2,3.3,0.357,0.6,1.9,0.325,0.6,0.8,0.765,0.4,1.1,1.5,0.7,0.3,0.3,0.3,0,1.9,0.6,3.6,-0.8,8,0,0
0.412,23,2.9,6.7,0.429,1,2.7,0.362,1.1,1.5,0.718,0.5,1.7,2.2,1.2,1.5,0.8,0.1,0.4,2.1,1.3,7.8,0.3,13.4,0,0
0.591,33,2,4.5,0.434,0.3,1,0.341,0.4,0.5,0.9,0.2,1.5,1.6,2.6,1.2,0.3,0,0.2,1.2,0.9,4.7,-0.5,10.4,1,0
0.683,23,1.9,3.5,0.542,0,0,0,1.7,2.8,0.628,2.2,5.8,8,0.4,0.9,0.2,1.6,0.5,2.7,2.2,5.5,1,20.3,9,0
0.629,27,8.6,17.2,0.499,0.2,0.5,0.333,4,5.5,0.727,1.5,6.9,8.4,4.9,2.4,0.8,0.5,0.3,2.7,5.3,21.4,5.1,40.3,13,0
0.87,27,1.9,3.2,0.603,0,0,0,1.6,2.1,0.763,1.4,2.2,3.6,0.4,0.5,0.2,0.4,0.2,1,1.5,5.5,1,11.8,3,0
0.468,21,3,7,0.427,0.3,0.8,0.308,0.8,1.1,0.727,2,3.5,5.4,0.8,0.9,0.4,0.4,0.4,1.6,1.1,7,-2.9,16.2,6,0
0.266,27,4.1,9.5,0.433,1.6,4.3,0.382,1.4,1.7,0.833,0.5,2.8,3.2,1.3,1.5,0.4,0.1,0.9,1.5,1.4,11.2,-4.9,16.8,1,0
0.842,34,2.7,5,0.527,0.3,0.9,0.362,0.7,1,0.737,0.8,2.3,3.1,2.3,1.3,0.3,0.3,0.2,1.3,1.2,6.4,3.8,14.1,0,0
0.509,23,6.5,14.5,0.449,1.9,4.9,0.387,2.5,3.2,0.767,0.7,2.7,3.4,2.9,2,1,0.2,0.5,2.1,2.5,17.4,-0.4,27.4,0,0
0.5,28,2.9,4.3,0.673,0,0,0,1.1,2,0.542,1.2,2.4,3.6,0.5,0.8,0.4,1.3,0.1,1.8,2.1,6.9,-4.7,16.1,0,0
0.833,23,0.3,0.8,0.4,0,0,0,0.2,0.2,1,0.3,0.3,0.7,0,0,0,0.2,0.3,0.3,0.2,0.8,-2.5,2.1,0,0
0.242,31,2.6,4.8,0.549,0,0,0,1.9,2.2,0.845,1.6,2.7,4.3,1.1,0.6,0.5,0.8,0.5,1.9,1.7,7.2,-0.3,17.4,0,0
0.417,26,2.3,6.3,0.368,1.1,3.2,0.329,1.2,1.6,0.731,0.3,1.7,2,3.5,1.2,0.6,0.1,0.2,1.2,1.4,6.9,0.3,15.7,1,0
0.308,24,7.1,17.2,0.415,2.3,6.8,0.342,3,3.5,0.852,0.7,3.2,3.9,5.1,3.4,1.2,0.4,0.7,2.4,3.9,19.6,-4,33.1,4,1
0.875,30,1.5,3.6,0.427,0.9,2.2,0.414,0.3,0.4,0.643,0.3,2.2,2.5,0.8,0.5,0.3,0.3,0.1,0.8,0.3,4.2,-0.4,9.8,0,0
0.51,30,1.5,3.2,0.448,0.3,0.8,0.357,0.8,0.9,0.894,0.1,0.7,0.8,1.1,0.5,0.2,0,0.1,0.7,1,4,-1.2,6.8,0,0
0.429,23,2,5.6,0.359,0,0.7,0,0.4,0.6,0.75,1.1,2.4,3.6,3,1.3,1.3,0.4,0.3,1.7,1.1,4.4,-9.6,17.1,0,0
0.288,28,8.1,15.8,0.511,0,0.2,0.143,4.3,5.5,0.787,2.8,5.1,7.8,2,2.4,0.8,1.7,0.8,2.9,4.6,20.6,-1.7,38.1,26,0
1,20,0.2,2,0.083,0.2,1.2,0.143,0,0,0,0.2,0.2,0.3,0.2,0.7,0.3,0.2,0.3,0.3,0,0.5,-1.3,2,0,0
0.125,23,0.5,1.3,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0.4,0,0,0.3,0,1,-3,2.1,0,0
0.571,23,2,4.9,0.406,0.9,2.3,0.375,0.8,1.5,0.524,0.6,2.9,3.4,1.1,0.8,0.7,0.1,0.4,1.2,1.3,5.6,-2.8,13.2,0,0
0.424,32,1.4,4.2,0.343,0.4,1.5,0.292,1,1.2,0.872,0.3,1.7,2,2.7,0.8,0.6,0.2,0.1,1.5,1.2,4.3,-1.5,12.1,0,0
0.652,25,1.1,2.9,0.394,0.4,1,0.391,0.4,0.5,0.75,0,0.5,0.5,0.4,0.1,0.4,0.1,0.1,0.7,0.6,3,1,5.8,0,0
0.55,24,8,17.9,0.448,2.5,5.9,0.417,2.3,2.8,0.827,0.6,2.7,3.2,4.3,2.5,1.2,0.3,1.1,2.3,2.6,20.8,2,33.2,2,0
0.531,29,4,9.9,0.409,2.2,6,0.367,1.5,1.9,0.75,0.4,2.3,2.7,1,1.1,0.8,0.5,0.4,2.2,1.7,11.8,0,19.3,0,0
